timestep,stand_key,disturbance_type,pct_volume_removed,year,age,area
37,BH6125-1-326,2nd_Thin,35.06,2062,21,2.57
45,BH6125-1-326,Clearcut,97.0,2070,29,2.57
46,BH6125-1-326,Site_Prep,0.0,2071,1,2.57
12,BH6125-1-335,1st_Thin,53.36,2037,14,45.29
23,BH6125-1-335,Clearcut,97.0,2048,25,45.29
24,BH6125-1-335,Site_Prep,0.0,2049,1,45.29
39,BH6125-1-335,1st_Thin,45.22,2064,14,45.29
49,BH6125-1-335,Clearcut,97.0,2074,24,45.29
50,BH6125-1-335,Site_Prep,0.0,2075,1,45.29
13,BH6125-1-346,1st_Thin,54.55,2038,14,129.1
23,BH6125-1-346,Clearcut,97.0,2048,24,129.1
24,BH6125-1-346,Site_Prep,0.0,2049,1,129.1
39,BH6125-1-346,1st_Thin,43.41,2064,14,129.1
49,BH6125-1-346,Clearcut,97.0,2074,24,129.1
50,BH6125-1-346,Site_Prep,0.0,2075,1,129.1
13,BH6125-1-352,1st_Thin,52.52,2038,14,18.27
19,BH6125-1-352,2nd_Thin,27.97,2044,20,18.27
24,BH6125-1-352,Clearcut,97.0,2049,25,18.27
25,BH6125-1-352,Site_Prep,0.0,2050,1,18.27
40,BH6125-1-352,1st_Thin,43.94,2065,14,18.27
50,BH6125-1-352,Clearcut,97.0,2075,24,18.27
5,BH6125-1-354,Clearcut,97.0,2030,28,0.78
6,BH6125-1-354,Site_Prep,0.0,2031,1,0.78
21,BH6125-1-354,1st_Thin,43.1,2046,14,0.78
28,BH6125-1-354,2nd_Thin,45.66,2053,21,0.78
34,BH6125-1-354,Clearcut,97.0,2059,27,0.78
35,BH6125-1-354,Site_Prep,0.0,2060,1,0.78
50,BH6125-1-354,1st_Thin,43.1,2075,14,0.78
12,BH6125-1-358,1st_Thin,53.36,2037,14,47.44
23,BH6125-1-358,Clearcut,97.0,2048,25,47.44
24,BH6125-1-358,Site_Prep,0.0,2049,1,47.44
39,BH6125-1-358,1st_Thin,45.22,2064,14,47.44
49,BH6125-1-358,Clearcut,97.0,2074,24,47.44
50,BH6125-1-358,Site_Prep,0.0,2075,1,47.44
12,BH6125-1-360,1st_Thin,52.54,2037,14,6.5
18,BH6125-1-360,2nd_Thin,27.82,2043,20,6.5
24,BH6125-1-360,Clearcut,97.0,2049,26,6.5
25,BH6125-1-360,Site_Prep,0.0,2050,1,6.5
40,BH6125-1-360,1st_Thin,43.94,2065,14,6.5
50,BH6125-1-360,Clearcut,97.0,2075,24,6.5
14,BH6125-1-366,1st_Thin,51.75,2039,14,15.35
20,BH6125-1-366,2nd_Thin,34.02,2045,20,15.35
29,BH6125-1-366,Clearcut,97.0,2054,29,15.35
30,BH6125-1-366,Site_Prep,0.0,2055,1,15.35
45,BH6125-1-366,1st_Thin,43.94,2070,14,15.35
50,BH6125-1-366,2nd_Thin,30.94,2075,19,15.35
7,BH6125-1-368,Clearcut,97.0,2032,27,32.85
8,BH6125-1-368,Site_Prep,0.0,2033,1,32.85
23,BH6125-1-368,1st_Thin,45.22,2048,14,32.85
30,BH6125-1-368,2nd_Thin,28.81,2055,21,32.85
38,BH6125-1-368,Clearcut,97.0,2063,29,32.85
39,BH6125-1-368,Site_Prep,0.0,2064,1,32.85
12,BH6125-1-369,Clearcut,97.0,2037,25,60.22
13,BH6125-1-369,Site_Prep,0.0,2038,1,60.22
28,BH6125-1-369,1st_Thin,43.1,2053,14,60.22
35,BH6125-1-369,2nd_Thin,45.66,2060,21,60.22
43,BH6125-1-369,Clearcut,97.0,2068,29,60.22
44,BH6125-1-369,Site_Prep,0.0,2069,1,60.22
8,BH6125-1-370,Clearcut,97.0,2033,24,19.37
9,BH6125-1-370,Site_Prep,0.0,2034,1,19.37
24,BH6125-1-370,1st_Thin,43.1,2049,14,19.37
31,BH6125-1-370,2nd_Thin,45.66,2056,21,19.37
39,BH6125-1-370,Clearcut,97.0,2064,29,19.37
40,BH6125-1-370,Site_Prep,0.0,2065,1,19.37
8,BH6125-1-371,Clearcut,97.0,2033,24,24.06
9,BH6125-1-371,Site_Prep,0.0,2034,1,24.06
24,BH6125-1-371,1st_Thin,43.1,2049,14,24.06
31,BH6125-1-371,2nd_Thin,45.66,2056,21,24.06
39,BH6125-1-371,Clearcut,97.0,2064,29,24.06
40,BH6125-1-371,Site_Prep,0.0,2065,1,24.06
10,BH6125-1-375,Clearcut,97.0,2035,25,25.56
11,BH6125-1-375,Site_Prep,0.0,2036,1,25.56
26,BH6125-1-375,1st_Thin,43.17,2051,14,25.56
33,BH6125-1-375,2nd_Thin,40.2,2058,21,25.56
41,BH6125-1-375,Clearcut,97.0,2066,29,25.56
42,BH6125-1-375,Site_Prep,0.0,2067,1,25.56
12,BH6125-1-376,Clearcut,97.0,2037,27,61.85
13,BH6125-1-376,Site_Prep,0.0,2038,1,61.85
28,BH6125-1-376,1st_Thin,43.94,2053,14,61.85
35,BH6125-1-376,2nd_Thin,35.06,2060,21,61.85
43,BH6125-1-376,Clearcut,97.0,2068,29,61.85
44,BH6125-1-376,Site_Prep,0.0,2069,1,61.85
13,BH6125-1-386,1st_Thin,51.39,2038,14,109.57
19,BH6125-1-386,2nd_Thin,28.74,2044,20,109.57
24,BH6125-1-386,Clearcut,97.0,2049,25,109.57
25,BH6125-1-386,Site_Prep,0.0,2050,1,109.57
40,BH6125-1-386,1st_Thin,45.22,2065,14,109.57
50,BH6125-1-386,Clearcut,97.0,2075,24,109.57
13,BH6125-1-387,1st_Thin,53.32,2038,14,24.08
23,BH6125-1-387,Clearcut,97.0,2048,24,24.08
24,BH6125-1-387,Site_Prep,0.0,2049,1,24.08
39,BH6125-1-387,1st_Thin,45.22,2064,14,24.08
49,BH6125-1-387,Clearcut,97.0,2074,24,24.08
50,BH6125-1-387,Site_Prep,0.0,2075,1,24.08
1,BH6125-1-394,Site_Prep,0.0,2026,1,23.1
16,BH6125-1-394,1st_Thin,0.0,2041,14,23.1
31,BH6125-1-394,Clearcut,97.0,2056,29,23.1
32,BH6125-1-394,Site_Prep,0.0,2057,1,23.1
47,BH6125-1-394,1st_Thin,34.52,2072,14,23.1
1,BH6125-1-399,Site_Prep,0.0,2026,1,11.9
16,BH6125-1-399,1st_Thin,0.0,2041,14,11.9
31,BH6125-1-399,Clearcut,97.0,2056,29,11.9
32,BH6125-1-399,Site_Prep,0.0,2057,1,11.9
47,BH6125-1-399,1st_Thin,37.62,2072,14,11.9
1,BH6125-1-400,Site_Prep,0.0,2026,1,2.21
16,BH6125-1-400,1st_Thin,0.0,2041,14,2.21
31,BH6125-1-400,Clearcut,97.0,2056,29,2.21
32,BH6125-1-400,Site_Prep,0.0,2057,1,2.21
47,BH6125-1-400,1st_Thin,37.62,2072,14,2.21
11,BH6125-1-402,Clearcut,97.0,2036,29,18.26
12,BH6125-1-402,Site_Prep,0.0,2037,1,18.26
27,BH6125-1-402,1st_Thin,45.22,2052,14,18.26
34,BH6125-1-402,2nd_Thin,28.81,2059,21,18.26
42,BH6125-1-402,Clearcut,97.0,2067,29,18.26
43,BH6125-1-402,Site_Prep,0.0,2068,1,18.26
